Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,UNSD Geographical Grouping
Incident,2022,May,Central America,Central America,Nicaragua,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,April,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Unknown,Mediterranean,Unknown,2.0,0,2,0,0,2,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Unknown,Mediterranean,Unknown,2.0,0,2,0,0,2,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Accidental death,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Accidental death,,Central America
Incident,2022,May,Caribbean,Central America,Cuba,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Caribbean,Caribbean,Dominican Republic,1.0,0,1,56,1,0,0,Drowning,Dominican Republic to Puerto Rico,Caribbean
Incident,2022,May,Central America,North America,Honduras,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Sub-Saharan Africa (P),Northern Africa,Senegal,1.0,0,1,14,0,1,0,Mixed or unknown,Western Africa / Atlantic route to the Canary Islands,Northern Africa
Incident,2022,April,Sub-Saharan Africa (P),Europe,Unknown,,1,1,0,0,1,0,Accidental death,,Southern Europe
Incident,2022,May,South-eastern Asia,South-eastern Asia,Myanmar,1.0,0,1,13,0,1,0,Vehicle accident / death linked to hazardous transport,,South-eastern Asia
Incident,2022,May,South-eastern Asia,South-eastern Asia,Myanmar,1.0,0,1,20,0,0,0,Vehicle accident / death linked to hazardous transport,,South-eastern Asia
Incident,2022,May,Sub-Saharan Africa,Mediterranean,Unknown,3.0,0,3,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,April,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,0,1,0,Violence,,Eastern Africa
Incident,2022,May,Eastern Africa,Europe,Eritrea,1.0,0,1,0,0,0,0,Violence,English Channel to the UK,Western Europe
Incident,2022,May,Northern Africa,Mediterranean,Algeria,,8,8,3,2,6,0,Drowning,Western Mediterranean,Uncategorized
Incident,2022,May,Northern Africa,Mediterranean,Algeria,11.0,5,16,5,1,0,0,Drowning,Western Mediterranean,Uncategorized
Incident,2022,April,Western Asia,Europe,Syrian Arab Republic,,2,2,0,0,1,1,Violence,Türkiye-Europe land route,Uncategorized
Incident,2022,May,Sub-Saharan Africa (P),Northern Africa,Unknown,2.0,11,13,46,4,5,4,Drowning,Western Africa / Atlantic route to the Canary Islands,Northern Africa
Incident,2022,May,Sub-Saharan Africa (P),Northern Africa,Unknown,17.0,27,44,12,0,0,0,Drowning,Western Africa / Atlantic route to the Canary Islands,Northern Africa
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Iran to Türkiye,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Iran to Türkiye,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,21,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,March,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,8,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran to Türkiye,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,1,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Iran to Türkiye,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,1,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,2,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,5,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,1,0,1,1,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,1,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,April,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,1,1,0,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,1,0,0,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,1,Violence,Afghanistan to Iran,Southern Asia
Incident,2022,May,Southern Asia,Southern Asia,Afghanistan,1.0,0,1,0,0,1,0,Accidental death,Afghanistan to Iran,Southern Asia
Incident,2022,May,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,1,Sickness / lack of access to adequate healthcare,,Eastern Africa
Incident,2022,May,Eastern Africa (P),Eastern Africa,Unknown,5.0,3,8,5,0,8,8,Vehicle accident / death linked to hazardous transport,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2022,May,Eastern Africa (P),Eastern Africa,Unknown,3.0,3,6,7,0,0,0,Vehicle accident / death linked to hazardous transport,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2022,March,Middle Africa,Western Africa,Chad,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Western Africa
Incident,2022,March,Western Africa (P),Northern Africa,Unknown,3.0,0,3,0,0,3,0,Accidental death,,Northern Africa
Incident,2022,March,Western Africa (P),Western Africa,Unknown,1.0,0,1,0,0,1,0,Violence,Sahara Desert crossing,Western Africa
Incident,2022,March,Western Africa (P),Western Africa,Unknown,2.0,0,2,0,0,2,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Western Africa
Incident,2022,March,Western Africa (P),Western Africa,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,Western Africa
Incident,2022,March,Western Africa,Northern Africa,Nigeria,1.0,2,3,0,0,2,1,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2022,February,Western Africa,Northern Africa,Nigeria,1.0,0,1,0,0,0,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Northern Africa
Incident,2022,February,Western Africa (P),Middle Africa,Unknown,5.0,0,5,0,1,3,1,Vehicle accident / death linked to hazardous transport,,Middle Africa
Incident,2022,January,Western Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,Northern Africa
Incident,2022,January,Western Africa (P),Northern Africa,Unknown,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,,Northern Africa
Incident,2022,January,Western Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,2,0,Vehicle accident / death linked to hazardous transport,,Northern Africa
Incident,2022,May,Unknown,Mediterranean,Unknown,2.0,0,2,0,0,2,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Northern Africa,Mediterranean,"Tunisia,Unknown",5.0,9,14,44,2,2,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,4.0,0,4,16,0,0,0,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2022,May,Sub-Saharan Africa (P),Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Sub-Saharan Africa (P),Mediterranean,Unknown,3.0,0,3,0,0,3,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Western Asia,Mediterranean,Syrian Arab Republic,1.0,0,1,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Western Asia,Mediterranean,Syrian Arab Republic,4.0,3,7,13,3,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Southern Asia,Mediterranean,Afghanistan,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,Central Mediterranean,Uncategorized
Incident,2022,May,South America,South America,Venezuela (Bolivarian Republic of),2.0,0,2,0,0,2,0,Violence,,South America
Incident,2022,May,Caribbean,Caribbean,Haiti,11.0,0,11,38,9,0,2,Drowning,Dominican Republic to Puerto Rico,Caribbean
Incident,2022,May,South America,North America,Venezuela (Bolivarian Republic of),2.0,0,2,0,0,2,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,May,South America,Central America,Peru,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,South America,South America,Venezuela (Bolivarian Republic of),1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,South America
Incident,2022,May,Central America,Central America,Honduras,5.0,0,5,0,0,5,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,Central America
Incident,2022,May,Central America,Central America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Mixed,Mediterranean,Unknown,6.0,70,76,24,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Split Incident,2022,May,Western Africa,Western Africa,"Niger,Sudan",7.0,0,7,23,0,7,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Western Africa
Incident,2022,May,Western Asia,Europe,Iraq,1.0,0,1,0,0,1,0,Violence,English Channel to the UK,Western Europe
Incident,2022,May,Sub-Saharan Africa,Europe,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2022,June,Sub-Saharan Africa (P),Mediterranean,Unknown,2.0,0,2,0,1,1,0,Drowning,Central Mediterranean,Uncategorized
Split Incident,2022,June,Western Africa,Mediterranean,"Gambia,Mali,Nigeria",,10,10,84,0,10,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,May,Western Asia,Europe,Yemen,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Belarus-EU border,Eastern Europe
Incident,2022,May,South-eastern Asia,South-eastern Asia,Myanmar,2.0,0,2,8,2,0,0,Accidental death,,South-eastern Asia
Incident,2022,May,South-eastern Asia,South-eastern Asia,Myanmar,17.0,50,67,23,0,0,2,Drowning,,South-eastern Asia
Incident,2022,June,Western Asia,Mediterranean,Syrian Arab Republic,1.0,0,1,31,0,1,0,Drowning,Eastern Mediterranean,Uncategorized
Incident,2022,June,Southern Asia,Europe,Pakistan,2.0,0,2,12,0,2,0,Vehicle accident / death linked to hazardous transport,,Southern Europe
Incident,2022,June,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Southern Asia,Mediterranean,Bangladesh,1.0,0,1,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Split Incident,2022,June,Northern Africa (P),Mediterranean,Unknown,4.0,1,5,12,0,0,1,"Drowning,Harsh environmental conditions / lack of adequate shelter, food, water",Western Mediterranean,Uncategorized
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,Central America,El Salvador,2.0,0,2,0,0,1,1,Drowning,,Central America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,4.0,0,4,0,0,0,0,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2022,May,Central America,Central America,Honduras,7.0,0,7,0,0,2,0,Drowning,,Central America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,0,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,6.0,0,6,24,4,2,0,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2022,May,Central America,Central America,Nicaragua,1.0,1,2,0,1,0,1,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,,4,4,2,1,0,3,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,Central America,Mexico,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,Central America,Honduras,1.0,0,1,1,1,0,0,Drowning,US-Mexico border crossing,Central America
Split Incident,2022,May,Latin America / Caribbean (P),Central America,"Nicaragua,Unknown",3.0,0,3,0,0,3,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,Central America,Nicaragua,1.0,0,1,0,1,0,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,Central America,Nicaragua,1.0,0,1,0,1,0,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Caribbean,Central America,Cuba,,1,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,June,Northern Africa,Northern Africa,Algeria,2.0,0,2,0,0,2,0,Vehicle accident / death linked to hazardous transport,,Northern Africa
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,1,0,1,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,May,South America,South America,Ecuador,8.0,0,8,0,2,2,4,Accidental death,,South America
Incident,2022,June,Caribbean,Central America,Haiti,1.0,0,1,0,0,0,1,Sickness / lack of access to adequate healthcare,,Central America
Incident,2022,June,Caribbean,Central America,Cuba,1.0,0,1,0,0,1,0,Violence,,Central America
Incident,2022,June,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Central America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,June,Central America,North America,Mexico,1.0,0,1,20,0,1,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,Northern America
Incident,2022,March,Caribbean,Central America,Cuba,1.0,0,1,0,1,0,0,Sickness / lack of access to adequate healthcare,,Central America
Incident,2022,May,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,1,0,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
